WarNum,label,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMonth1,StartDay1,start,EndMonth1,EndDay1,end,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2,EndYear2,TransFrom,WhereFought,Initiator,Outcome,TransTo,SideADeaths,SideBDeaths,Version
646,Overthrow of Abd el-Aziz,4,220,France,-8,-8,1,8,7,1907,6,15,1908,-8,-8,-8,-8,-8,-8,-8,6,Mulai el-Hafid,2,-8,200,-8,4.1
646,Overthrow of Abd el-Aziz,4,600,Morocco,-8,Mulai el-Hafid,1,8,1,1907,9,1,1908,-8,-8,-8,-8,-8,-8,-8,6,Mulai el-Hafid,2,-8,400,800,4.1
647,Iranian Constitution War,4,365,Russia,-8,-8,1,4,30,1909,7,17,1909,-8,-8,-8,-8,-8,-8,-8,6,Constitutionalists,2,-8,100,-8,4.1
647,Iranian Constitution War,4,630,Iran,-8,Constitutionalists,1,6,23,1908,7,17,1909,-8,-8,-8,-8,-8,-8,-8,6,Constitutionalists,2,-8,-9,-9,4.1
648,Young Turks Counter-coup,4,640,Ottoman Empire,-8,Anti-government troops,0,4,14,1909,4,28,1909,-8,-8,-8,-8,-8,-8,-8,6,Anti-government troops,1,-8,-9,-9,4.1
650,Second Albanian Revolt,5,640,Ottoman Empire,-8,Albania,0,3,-9,1910,10,16,1912,-8,-8,-8,-8,-8,-8,-8,2,Albania,4,100,-9,-9,4.1
651,Asir-Yemen Revolt,5,640,Ottoman Empire,-8,Yemen & Asir Imam Ibn Idris & Sayyid Muhammad,0,10,15,1910,10,9,1911,-8,-8,-8,-8,-8,-8,-8,6,Yemen & Asir,6,-8,7000,2000,4.1
652,Third Mexican,4,70,Mexico,-8,Liberals & Radicals,0,11,20,1910,7,15,1914,-8,-8,-8,-8,-8,-8,-8,1,Liberals & Radicals,2,-8,56250,37500,4.1
656,Paraguay,4,150,Paraguay,-8,Radicals,0,7,15,1911,5,11,1912,-8,-8,-8,-8,-8,-8,-8,1,Radicals,2,-8,4000,1000,4.1
657,First Nationalist,4,710,China,-8,Nat. Rel. Alliance,0,10,11,1911,12,31,1911,-8,-8,-8,-8,-8,-8,-8,7,Republicans,2,-8,800,200,4.1
658,Cuban Black Uprising,5,40,Cuba,-8,Patri do Indepentente,0,5,20,1912,6,27,1912,-8,-8,-8,-8,-8,-8,-8,1,Patri do Indepentente,1,-8,50,1000,4.1
670,Ecuadorian Civil War,5,130,Ecuador,-8,Esmeraldas province,0,-9,-9,1912,-9,-9,1914,-8,-8,-8,-8,-8,-8,-8,1,Esmeraldas province,1,-8,-9,-9,4.1
671,Second Nationalist,4,710,China,-8,Republicans,0,7,12,1913,9,1,1913,-8,-8,-8,-8,-8,-8,-8,7,Republicans,1,-8,-9,-9,4.1
672,China Pai Ling (White Wolf),5,710,China,-8,Pai-Lings,0,3,15,1914,9,15,1914,-8,-8,-8,-8,-8,-8,-8,7,Pai-Lings,1,-8,-9,-9,4.1
673,Fourth Mexican,4,2,United States,-8,-8,1,3,15,1915,2,5,1917,-8,-8,-8,-8,-8,-8,-8,1,Conventionists,1,-8,15,-8,4.1
673,Fourth Mexican,4,70,Mexico,-8,Conventionists,1,11,19,1914,7,28,1920,-8,-8,-8,-8,-8,-8,-8,1,Conventionists,1,-8,18750,12500,4.1
675,Southern China Revolt,5,710,China,-8,Yunnan Rebels,0,1,-9,1916,11,17,1918,-8,-8,-8,-8,-8,-8,-8,7,Yunnan Rebels,1,-8,-9,-9,4.1
676,Russia-Turkestan,5,365,Russia,-8,Kirghiz & Kazaks,0,7,4,1916,2,27,1917,-8,-8,-8,-8,-8,-8,-8,2,Kirghiz & Kazables,1,-8,350,1000,4.1
677,Russian Civil War,4,-8,-8,375,Finland,1,4,15,1919,4,30,1919,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,50,4.1
677,Russian Civil War,4,-8,-8,740,Japan,1,8,3,1918,10,15,1920,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,1500,4.1
677,Russian Civil War,4,365,USSR,-8,Anti-Bolsheviks,1,12,9,1917,3,18,1921,-8,-8,-8,-8,-8,-8,-8,2,Anti-Bolsheviks,1,-8,475000,325000,4.1
677,Russian Civil War,4,-8,-8,200,United Kingdom,1,6,23,1918,3,15,1920,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,350,4.1
677,Russian Civil War,4,-8,-8,2,United States of America,1,7,1,1918,4,20,1920,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,275,4.1
677,Russian Civil War,4,-8,-8,220,France,1,6,23,1918,9,30,1919,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,50,4.1
680,Finnish Civil War,4,255,Germany,-8,-8,1,4,3,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,950,-8,4.1
680,Finnish Civil War,4,-8,-8,365,USSR,1,1,28,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,2,,1,-8,-8,400,4.1
680,Finnish Civil War,4,375,Finland,-8,Red Guard,1,1,28,1918,4,30,1918,-8,-8,-8,-8,-8,-8,-8,2,Communists,1,-8,5300,8500,4.1
681,Western Ukrainian,6,-8,Ukraine Poles,-8,Ukrainians,0,11,1,1918,2,13,1919,-8,-8,-8,-8,-8,-8,-8,2,Poles,4,109,-9,-9,4.1
682,Sparticist Rising,7,-8,Socialists,-8,German Freikorps,0,1,6,1919,5,1919,,-8,-8,-8,-8,-8,-8,-8,2,Socialists,2,-8,2100,70,4.1
683,Hungary's Red Terror,4,310,Hungary,-8,Anti-Communists,0,3,25,1919,2,15,1920,-8,-8,-8,-8,-8,-8,-8,2,Anti-Communists,2,-8,1000,500,4.1
685,First Chinese Warlord,7,-8,Anhui army,-8,Chihli & Fengtien,0,7,14,1920,7,19,1920,-8,-8,-8,-8,-8,-8,-8,7,Chihli army,2,-8,-9,-9,4.1
686,Green Rebellion,5,365,USSR,-8,Peasants in Ta,0,8,-9,1920,8,-9,1921,-8,-8,-8,-8,-8,-8,-8,2,Peasants in Ta,1,-8,1700,5000,4.1
687,Gilan Marxists,4,-8,-8,365,USSR,1,8,10,1920,11,11,1921,-8,-8,-8,-8,-8,-8,-8,6,SSRI,1,-8,-8,-9,4.1
687,Gilan Marxists,4,630,Iran,-8,SSRI,1,8,10,1920,11,11,1921,-8,-8,-8,-8,-8,-8,-8,6,SSRI,1,-8,-9,-9,4.1
688,Italian Fascist,7,-8,Blackshirts,-8,Leftists,0,10,-9,1920,10,1,1922,-8,-8,-8,-8,-8,-8,-8,2,Blackshirts,1,-8,300,3000,4.1
690,Kronstadt Rebellion,5,365,USSR,-8,Sailors,0,3,7,1921,3,18,1921,-8,-8,-8,-8,-8,-8,-8,2,Sailors,1,-8,2000,600,4.1
691,Bashmachi in Turkestan,5,365,USSR,-8,Basmachi/Enver Pasha,0,11,10,1921,7,-9,1923,-8,-8,-8,-8,-8,-8,-8,2,Muslims/Enver Pasha,1,-8,1000,2500,4.1
692,Second Chinese Warlord,7,-8,Chihli army,-8,Fengtien army,0,4,8,1922,5,5,1922,-8,-8,-8,-8,-8,-8,-8,7,Fengtien army,1,-8,-9,-9,4.1
693,Agrarian Rising,4,355,Bulgaria,-8,Agrarian League,0,9,23,1923,9,28,1923,-8,-8,-8,-8,-8,-8,-8,2,Agrarian League,1,-8,-9,-9,4.1
695,De La Huerta Rebellion,4,70,Mexico,-8,Huerta Led Rebels,0,12,4,1923,2,-9,1924,-8,-8,-8,-8,-8,-8,-8,1,Huerta Led Rebels,1,-8,-9,-9,4.1
696,Honduran Conservative,4,91,Honduras,-8,Conservatives,0,2,9,1924,3,31,1924,-8,-8,-8,-8,-8,-8,-8,1,Conservatives,2,-8,-9,-9,4.1
697,First Afghan Anti-Reform,4,700,Afghanistan,-8,Khost rebels (anti-reformists),0,3,15,1924,1,15,1925,-8,-8,-8,-8,-8,-8,-8,7,Khost rebels (anti-reformists),1,-8,-9,-9,4.1
698,Third Chinese Warlord,6,-8,Feng Yu-Lxiang army,-8,Chang Tso-lin army,0,10,15,1925,4,20,1926,-8,-8,-8,-8,-8,-8,-8,7,Chang Tso-lin army,2,-8,-9,-9,4.1
700,Chinese Northern Expedition,4,710,War Lord Gov't.,-8,Guomindang,1,7,1,1926,6,30,1928,-8,-8,-8,-8,-8,-8,-8,7,Guomindang,2,-8,78000,48000,4.1
700,Chinese Northern Expedition,4,-8,-8,740,Japan,1,6,1,1927,6,1,1928,-8,-8,-8,-8,-8,-8,-8,7,Guomindang,2,-8,-8,500,4.1
701,Cristeros Revolt,4,70,Mexico,-8,Cristeros,0,8,31,1926,6,21,1929,-8,-8,-8,-8,-8,-8,-8,1,Cristeros,3,-8,6000,4000,4.1
702,Ethiopian Northern Resistance,5,530,Ethiopia,-8,Northern Resistance,0,8,-9,1928,4,-9,1930,-8,-8,-8,-8,-8,-8,-8,6,Northern Resistance,1,-8,-9,-9,4.1
703,Second Gansu Muslim,5,710,China,-8,Gansu Muslims,0,-9,-9,1928,-9,-9,1930,-8,-8,-8,-8,-8,-8,-8,7,Muslims,1,-8,-9,-9,4.1
705,Second Afghan Anti-Reform,4,700,Afghanistan,-8,Habibullah (anti-reformists),0,11,10,1928,10,15,1929,-8,-8,-8,-8,-8,-8,-8,7,Habibullah (anti-reformists),1,-8,7500,7500,4.1
706,Intra-Guomindang,4,710,China,-8,War Lords,0,3,1,1929,11,4,1930,-8,-8,-8,-8,-8,-8,-8,7,War Lords,1,-8,-9,-9,4.1
707,Escobar Rebellion,4,70,Mexico,-8,Escobar Led Rebels,0,3,3,1929,5,4,1929,-8,-8,-8,-8,-8,-8,-8,1,Escoban Led Rebels,1,-8,400,1600,4.1
708,Ikhwan Revolt,4,670,Saudi Arabia,-8,Ikhwan,0,3,30,1929,1,10,1930,-8,-8,-8,-8,-8,-8,-8,6,Ikhwan,1,-8,500,5000,4.1
710,"Chinese Civil War, Phase 1",4,710,China,-8,Communists,0,11,15,1930,12,31,1936,-8,-8,-8,-8,-8,-8,-8,7,Communists,6,-8,200000,300000,4.1
711,Xinjiang Muslim Revolt,5,365,USSR,-8,-8,1,1,-9,1934,8,-9,1934,-8,-8,-8,-8,-8,-8,-8,7,Central 7n Rebels,1,-8,1000,-8,4.1
711,Xinjiang Muslim Revolt,5,710,China,-8,Central Asian Rebels,1,2,-9,1931,7,7,1934,-8,-8,-8,-8,-8,-8,-8,7,Central Asian Rebels,1,-8,10000,10000,4.1
712,Matanza,4,92,El Salvador,-8,Leftists,0,1,20,1932,1,29,1932,-8,-8,-8,-8,-8,-8,-8,1,Leftists,1,-8,100,2500,4.1
713,Aprista Revolt,4,135,Peru,-8,Aprista Rebels,0,5,7,1932,7,17,1932,-8,-8,-8,-8,-8,-8,-8,1,Aprista Rebels,1,-8,100,1000,4.1
715,Paulista Rebellion,4,140,Brazil,-8,Paolistas,0,6,9,1932,8,31,1932,-8,-8,-8,-8,-8,-8,-8,1,Paolistas,1,-8,-9,-9,4.1
716,Fukien Revolt,4,710,China,-8,19th Route Army,0,1,5,1934,1,15,1934,-8,-8,-8,-8,-8,-8,-8,7,19th Route Army,1,-8,-9,-9,4.1
717,Spanish Miners,5,230,Spain,-8,Asturian Miners,0,10,4,1934,10,8,1934,-8,-8,-8,-8,-8,-8,-8,2,Asturian Miners,1,-8,284,1051,4.1
718,Spanish Civil War,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,2,Fascists,2,-8,286000,174000,4.1
718,Spanish Civil War,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,2,Fascists,2,-8,-8,2000,4.1
718,Spanish Civil War,4,-8,-8,255,Germany,1,8,27,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,2,Fascists,2,-8,-8,300,4.1
718,Spanish Civil War,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,2,Fascists,2,-8,-8,4000,4.1
720,Greek Civil War,4,200,United Kingdom,-8,-8,1,12,5,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,2,Communists,1,-8,237,-8,4.1
720,Greek Civil War,4,350,Greece,-8,Communists,1,12,3,1944,2,12,1945,2,12,1946,10,16,1949,-8,2,Communists,1,-8,17970,50000,4.1
721,Polish Ukrainians,5,290,Poland,-8,UPA,1,5,8,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,2,UPA,1,-8,11000,8700,4.1
721,Polish Ukrainians,5,365,USSR,-8,-8,1,5,8,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,2,UPA,1,-8,5000,-8,4.1
722,Ukrainian Partisans,5,365,USSR,-8,UPA,0,5,8,1945,12,31,1947,-8,-8,-8,-8,-8,-8,-8,2,UPA,1,-8,35000,-9,4.1
723,Forest Brethren,5,365,USSR,-8,Baltic Guerillas,0,5,8,1945,12,31,1951,-8,-8,-8,-8,-8,-8,-8,2,Baltic Guerillas,1,-8,14700,17700,4.1
725,"Chinese Civil War, Phase 2",4,710,China,-8,Communists,0,3,15,1946,4,21,1950,-8,-8,-8,-8,-8,-8,-8,7,Communists,2,-8,327600,872400,4.1
726,Taiwan Revolt,5,710,China,-8,Taiwanese,0,2,28,1947,3,21,1947,-8,-8,-8,-8,-8,-8,-8,7,Taiwanese,1,-8,250,1000,4.1
727,Paraguay,4,150,Paraguay,-8,Leftists,0,3,7,1947,8,20,1947,-8,-8,-8,-8,-8,-8,-8,1,Leftists,1,-8,-9,-9,4.1
728,Yemeni Imamate,4,678,Yemen,-8,Anti-Imam Coalition,0,2,17,1948,3,20,1948,-8,-8,-8,-8,-8,-8,-8,6,Anti-Imam Coalition,1,-8,-9,-9,4.1
730,Costa Rica,4,94,Costa Rica,-8,National Union Party,0,3,12,1948,4,17,1948,-8,-8,-8,-8,-8,-8,-8,1,National Union Party,2,-8,1500,500,4.1
731,"Seventh Colombian ""La Violencia""",4,100,Colombia,-8,Liberals,0,4,9,1948,8,7,1958,-8,-8,-8,-8,-8,-8,-8,1,Liberals,1,-8,9800,20000,4.1
732,First Burmese,5,775,Burma,-8,Karens & Communists,0,8,15,1948,7,31,1951,-8,-8,-8,-8,-8,-8,-8,7,Karens & Communists,1,-8,-9,-9,4.1
733,South Moluccas,5,850,Indonesia,-8,Moluccans,0,5,31,1950,11,3,1950,-8,-8,-8,-8,-8,-8,-8,7,Moluccans,1,-8,-9,-9,4.1
735,Hukbalahap Rebellion,4,840,Philippines,-8,Huks,0,9,1,1950,5,-9,1954,-8,-8,-8,-8,-8,-8,-8,7,Huks,1,-8,1600,9700,4.1
737,Bolivia,4,145,Bolivia,-8,Leftists,0,4,8,1952,4,11,1952,-8,-8,-8,-8,-8,-8,-8,1,Leftists,2,-8,-9,-9,4.1
738,Indonesia Darul Islam,4,850,Indonesia,-8,Darul Islam,0,9,20,1953,11,23,1953,-8,-8,-8,-8,-8,-8,-8,7,Darul Islam,1,-8,1700,1000,4.1
740,Argentine Military,4,160,Argentina,-8,Military,0,6,15,1955,9,19,1955,-8,-8,-8,-8,-8,-8,-8,1,Army,2,-8,-9,-9,4.1
741,Tibetan Khamba Rebellion,5,710,China,-8,Khamba Tibetans,0,3,1,1956,4,14,1959,-8,-8,-8,-8,-8,-8,-8,7,Khamba Tibetans,1,-8,4000,12000,4.1
742,Indonesian Leftists,4,850,Indonesia,-8,Leftists,0,12,15,1956,6,4,1962,-8,-8,-8,-8,-8,-8,-8,7,Leftists,1,-8,3700,23500,4.1
743,First Lebanese,4,2,United States of America,-8,-8,1,7,16,1958,9,15,1958,-8,-8,-8,-8,-8,-8,-8,6,Leftists,1,-8,1,-8,4.1
743,First Lebanese,4,660,Lebanon,-8,National Front,1,5,9,1958,9,15,1958,-8,-8,-8,-8,-8,-8,-8,6,Leftists,1,-8,-9,-9,4.1
745,Cuban Revolution,4,40,Cuba,-8,Castroites,0,5,24,1958,1,2,1959,-8,-8,-8,-8,-8,-8,-8,1,Castroites,2,-8,2000,1000,4.1
746,Second Burmese,4,775,Burma,-8,Karens & Communists,0,11,-9,1958,4,-9,1960,-8,-8,-8,-8,-8,-8,-8,7,Karens & Communists,7,-8,850,2300,4.1
747,Iraq-Shammar,4,645,Iraq,-8,Shammar Tribe & Pro-WesternOfficers,0,3,6,1959,3,10,1959,-8,-8,-8,-8,-8,-8,-8,6,Shammar Tribe & Pro-WesternOfficers,1,-8,-9,-9,4.1
748,Vietnam Phase 1,4,2,United States of America,-8,-8,1,1,1,1961,2,6,1965,-8,-8,-8,-8,-8,-8,-8,7,NLF,4,163,506,-8,4.1
748,Vietnam Phase 1,4,817,"Vietnam, Republic of",-8,NLF,1,1,1,1960,2,6,1965,-8,-8,-8,-8,-8,-8,-8,7,NLF,4,163,23300,76900,4.1
750,First DRC (Zaire),5,-8,-8,211,Belgium,1,7,11,1960,9,14,1960,-8,-8,-8,-8,-8,-8,-8,4,Katanga & Leftists,1,-8,-8,50,4.1
750,First DRC (Zaire),5,490,Zaire,-8,Katanga & Leftists,1,7,4,1960,1,14,1963,-8,-8,-8,-8,-8,-8,-8,4,Katanga & Leftists,1,-8,-9,-9,4.1
751,First Laotian,4,-8,-8,816,"Vietnam, Democratic Rep.",1,5,1,1961,6,15,1962,-8,-8,-8,-8,-8,-8,-8,7,Pathet Lao,3,-8,-8,-9,4.1
751,First Laotian,4,812,Laos,-8,Pathet Lao,1,10,15,1960,7,15,1962,-8,-8,-8,-8,-8,-8,-8,7,Pathet Lao,3,-8,4000,1000,4.1
752,First Iraqi Kurd,5,645,Iraq,-8,Kurds,0,9,11,1961,11,22,1963,-8,-8,-8,-8,-8,-8,-8,6,Kurds,6,-8,500,2000,4.1
753,Algerian Revolutionaries,4,615,Algeria,-8,ALN,0,7,28,1962,1,15,1963,-8,-8,-8,-8,-8,-8,-8,6,ALN,2,-8,800,700,4.1
755,North Yemen,4,651,Egypt/United Arab Republic,-8,-8,1,12,15,1962,10,16,1967,-8,-8,-8,-8,-8,-8,-8,6,Royalists,1,-8,10000,-8,4.1
755,North Yemen,4,678,Yemen Arab Republic,-8,Royalists,1,11,15,1962,9,3,1969,-8,-8,-8,-8,-8,-8,-8,6,Royalists,1,-8,-9,-9,4.1
756,Second Laotian Phase 1,4,2,United States of America,-8,-8,1,5,19,1964,1,12,1968,-8,-8,-8,-8,-8,-8,-8,7,Pathet Lao,4,170,200,-8,4.1
756,Second Laotian Phase 1,4,812,Laos,-8,Pathet Lao,1,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,-8,7,Pathet Lao,4,170,11250,7250,4.1
756,Second Laotian Phase 1,4,-8,-8,816,"Vietnam, Democratic Rep.",1,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,-8,7,Pathet Lao,4,170,-8,2250,4.1
757,First Ogaden,5,-8,-8,520,Somalia,1,11,-9,1963,3,30,1964,-8,-8,-8,-8,-8,-8,-8,4,Ogaden,1,-8,-8,-9,4.1
757,First Ogaden,5,530,Ethiopia,-8,Ogaden,1,6,-9,1963,3,30,1964,-8,-8,-8,-8,-8,-8,-8,4,Ogaden,1,-8,-9,-9,4.1
758,First South Sudan,5,625,Sudan,-8,Anya Nya,0,10,1,1963,2,28,1972,-8,-8,-8,-8,-8,-8,-8,6,Anya Nya,3,-8,-9,-9,4.1
760,Second DRC (Jeunesse),5,490,Congo,-8,Juenesse warriors,0,10,-9,1963,1,1,1965,-8,-8,-8,-8,-8,-8,-8,4,Juenesse warriors,1,-8,-9,-9,4.1
761,First Rwanda,4,517,Rwanda,-8,Watusi,0,11,15,1963,2,6,1964,-8,-8,-8,-8,-8,-8,-8,4,Watusi,1,-8,100,900,4.1
762,Third DRC (Simba) Rebellion,4,211,Belgium,-8,-8,1,11,24,1964,9,14,1965,-8,-8,-8,-8,-8,-8,-8,4,Gbenye followers,1,-8,4,-8,4.1
762,Third DRC (Simba) Rebellion,4,490,Congo,-8,Gbenye followers,1,1,1,1964,9,14,1965,-8,-8,-8,-8,-8,-8,-8,4,Gbenye followers,1,-8,250,4000,4.1
763,Zanzibar Arab-African,4,511,Zanzibar,-8,Africans,0,1,12,1964,1,15,1964,-8,-8,-8,-8,-8,-8,-8,4,Africans,2,-8,-9,-9,4.1
765,Second Iraqi Kurds,5,645,Iraq,-8,Kurds,0,4,3,1965,6,21,1966,-8,-8,-8,-8,-8,-8,-8,6,Iraq,3,-8,500,2500,4.1
766,Dominican Republic,4,2,United States of America,-8,-8,1,4,29,1965,9,6,1965,-8,-8,-8,-8,-8,-8,-8,1,Leftists,7,-8,27,-8,4.1
766,Dominican Republic,4,42,Dominican Republic,-8,Leftists,1,4,25,1965,9,6,1965,-8,-8,-8,-8,-8,-8,-8,1,Leftists,7,-8,2500,-9,4.1
767,First West Papua,5,850,Indonesia,-8,"OPM, West Papua",0,7,26,1965,7,17,1969,-8,-8,-8,-8,-8,-8,-8,7,"OPM, West Papua",6,-8,-9,-9,4.1
768,First Uganda,5,500,Uganda,-8,Buganda Tribe,0,5,23,1966,6,1,1966,-8,-8,-8,-8,-8,-8,-8,4,Buganda Tribe,1,-8,-9,-9,4.1
770,First Guatemala,4,2,United States,-8,-8,1,10,-9,1966,8,-9,1968,-8,-8,-8,-8,-8,-8,-8,1,Leftists,1,-8,28,-8,4.1
770,First Guatemala,4,90,Guatemala,-8,Leftists,1,10,-9,1966,8,-9,1968,-8,-8,-8,-8,-8,-8,-8,1,Leftists,1,-8,200,800,4.1
771,First Chad (FROLINAT) Rebellion,5,220,France,-8,-8,1,8,-9,1968,6,16,1971,-8,-8,-8,-8,-8,-8,-8,4,Frolinat Rebels,1,-8,50,-8,4.1
771,First Chad (FROLINAT) Rebellion,5,483,Chad,-8,Frolinat Rebels,1,11,-9,1966,6,16,1971,-8,-8,-8,-8,-8,-8,-8,4,Frolinat Rebels,1,-8,500,3000,4.1
772,Cultural Revolution Phase 1,6,-8,Red Guard,-8,Regional military,0,1,9,1967,9,4,1967,-8,-8,-8,-8,-8,-8,-8,7,Regional military,4,776,-9,-9,4.1
773,Third Burmese,5,775,Burma,-8,Karens & Communists,0,6,-9,1967,10,22,1980,-8,-8,-8,-8,-8,-8,-8,7,Karens,7,-8,6800,22400,4.1
775,Biafra,5,475,Nigeria,-8,Biafrans,0,7,6,1967,1,12,1970,-8,-8,-8,-8,-8,-8,-8,4,Nigeria,1,-8,-9,-9,4.1
776,Cultural Revolution Phase 2,4,710,China,-8,Red Guard,0,9,5,1967,9,1,1968,-8,-8,-8,-8,-8,-8,772,7,Red Guard,1,-8,-9,-9,4.1
777,Third Iraqi Kurds,5,645,Iraq,-8,Kurds,0,1,3,1969,3,11,1970,-8,-8,-8,-8,-8,-8,-8,6,Iraq,3,-8,800,3200,4.1
778,Naxalite Rebellion,5,750,India,-8,Naxalite Marxists,0,2,-9,1970,11,-9,1971,-8,-8,-8,-8,-8,-8,-8,7,Naxalite Marxists,1,-8,100,2000,4.1
780,Black September,4,-8,-8,652,Syria,1,9,20,1970,9,23,1970,-8,-8,-8,-8,-8,-8,-8,6,Jordan,1,-8,-8,100,4.1
780,Black September,4,663,Jordan,-8,Palestinians,1,9,13,1970,9,24,1970,-8,-8,-8,-8,-8,-8,-8,6,Jordan,1,-8,750,2690,4.1
781,Second Guatemala,4,90,Guatemala,-8,Leftists,0,11,15,1970,9,15,1971,-8,-8,-8,-8,-8,-8,-8,1,Guatemala,1,-8,50,950,4.1
